GEOID,BD,AH,NDVI,WCR
36061000100,0.2429649650288374,22.344475028729114,0.0246849674731493,0.0179851323846494
36061001401,0.1700962061375887,38.401079087293965,0.0748700723052024,0.0
36061001402,0.3915861535142512,39.18617524539658,0.0465289428830146,0.0
36061001800,0.407031905526992,25.738760354361617,0.0415472686290741,0.0
36061002201,0.2827537351477514,25.412279551506334,0.0635408461093902,0.0
36061002602,0.4308907206068222,18.91394135988049,0.0610165558755397,0.0
36061002800,0.3915292038745311,19.787171291868,0.0527631156146526,0.0
36061003400,0.4666948672252466,18.39355648285762,0.0516993924975395,0.0
36061003601,0.3438856913894051,27.46162007661428,0.0664775446057319,0.0
36061003602,0.3710820098667461,22.37180036613672,0.055190872400999,0.0
36061004001,0.4592574689034224,23.031512231499622,0.0358313210308551,0.0
36061004002,0.4434709188779832,24.95519856726108,0.0404419153928756,0.0
36061004100,0.5181891589104197,21.19718253453337,0.0204283017665147,0.0
36061004300,0.5168325388248715,25.661654811044908,0.0352822765707969,0.0
36061005400,0.5923324337207868,37.69080538082732,0.0226060673594474,0.0
36061005501,0.4049562834667331,42.51327024730333,0.0628712773323059,0.0
36061005502,0.4821143705059899,27.827885628357528,0.0285899825394153,0.0
36061005800,0.5750765916700705,48.518046484171165,0.0180542543530464,0.0
36061006700,0.4201704161662304,19.01924966791127,0.0601065419614315,0.0
36061006800,0.5352665819390396,41.715829334455,0.0263443756848573,0.0
36061007001,0.3464646567459931,34.36929382517755,0.0568890050053596,0.0
36061007002,0.4469042680801459,30.19603289371893,0.0416912771761417,0.0
36061007200,0.4696439837774877,46.96942111663084,0.0324439518153667,0.0
36061007300,0.4828018453813343,17.517600546783463,0.0622332096099853,0.0
36061007600,0.5549588488615976,78.71586157898405,0.0163550227880477,0.0
36061007700,0.4241669116207146,22.49450282884654,0.0550758950412273,0.0
36061007800,0.3548777748192007,53.589874078276914,0.0441679805517196,0.0
36061008000,0.4865088615817824,72.93312477941325,0.0291813239455223,0.0
36061008100,0.5293533867709451,28.811446183079696,0.0350547954440116,0.0
36061008200,0.5395207765062806,80.33782124455065,0.0207960344851017,0.0
36061008300,0.5378320275979506,38.30017524252249,0.0357559248805046,0.0
36061008400,0.4982545151013163,56.15072656054618,0.0319500789046287,0.0
36061008900,0.4199553905206418,22.50162232007877,0.0545499324798584,0.0
36061009200,0.5840052272959164,100.8280026285443,0.0166596937924623,0.0
36061009300,0.3402128778660264,33.13784476377748,0.0626149922609329,0.0
36061009400,0.5333612240255636,120.3235725743158,0.0120195262134075,0.0
36061009500,0.5839425437310145,45.322613277432886,0.0209472794085741,0.0
36061009600,0.5888489708673615,77.87374573304578,0.0203778967261314,0.0
36061009902,0.4344082761640773,57.66257909659496,0.0275521837174892,0.0123396714179208
36061010000,0.514994590401437,120.68884515234218,0.0184054132550954,0.0
36061010100,0.5670364105689353,75.91025927488458,0.0200426969677209,0.0
36061010200,0.5374721639768621,101.47601053278332,0.0189102087169885,0.0
36061010400,0.5831251081345303,112.32600968036186,0.0289189890027046,0.0
36061010801,0.5026870158366337,80.01670940692675,0.0285038147121667,0.0
36061010802,0.4360332350579937,48.27628726328804,0.0293302461504936,0.0
36061010803,0.564083296100201,57.92194669647403,0.0241039022803306,0.0
36061010900,0.5907144609389045,69.5508175168913,0.0143736489117145,0.0
36061011201,0.4883912582976294,87.09767463290139,0.0228695031255483,0.0
36061011202,0.5237411570569408,142.31924720286963,0.0184597820043563,0.0
36061011203,0.514811205545122,105.46250992254711,0.0160125736147165,0.0
36061011300,0.5783806998610619,102.37564942292649,0.0131149841472506,0.0
36061011402,0.4899007210059208,47.59351053998707,0.0359837003052234,0.0
36061011800,0.4263858477199124,49.12943672034584,0.0481033325195312,0.0
36061011900,0.5849605180516626,108.10472561014602,0.0136638022959232,0.0
36061012000,0.4836881623505605,42.093079145553546,0.0404268018901348,0.0
36061012101,0.5352603749034596,36.92815181038248,0.0333440899848938,0.0
36061012102,0.4759840263106656,34.04553336913165,0.0390207841992378,0.0
36061012200,0.5064262935041876,36.00703189248202,0.0410548150539398,0.0
36061012500,0.523393077633088,105.05705177511764,0.0146737052127718,0.0
36061012601,0.4916181463166884,38.28653249261343,0.0401046313345432,0.0
36061012602,0.4644602936893915,38.23734548375491,0.0435073636472225,0.0
36061012700,0.4983301690918941,35.31681213861022,0.0359279327094554,0.0
36061013000,0.4792651372486243,41.20747969400458,0.0466209948062896,0.0
36061013100,0.5625719264664149,124.22444050736794,0.0179614145308733,0.0
36061013201,0.5230501176736659,35.51480014356226,0.0257183704525232,0.0007807352319366
36061013202,0.297943465671437,33.98547655194064,0.0510767102241516,0.0
36061013300,0.5009094555604946,25.766721025171357,0.0384720265865325,0.0
36061013601,0.3448024138971179,51.34066058343021,0.0178942549973726,0.0010254635625466
36061013602,0.4578240302451308,39.97325303386324,0.0377679467201232,0.0
36061014801,0.4708846514482304,47.40321531845497,0.0300364792346954,0.0
36061014900,0.4227300732286662,54.668177273715486,0.0393228903412818,0.0
36061015001,0.4773795047835831,47.67501907830275,0.0304989945143461,0.0
36061015002,0.4362042857836068,47.4148625375123,0.0441736690700054,0.0
36061015101,0.3596487924628925,32.082023771143426,0.0617037527263164,0.0
36061015301,0.531002560873946,34.36458872474375,0.0489850789308548,0.0
36061015302,0.4325530971287041,71.23446117485821,0.0424678288400173,0.0
36061015401,0.4398526108771644,30.852281328068496,0.0446801707148551,0.0
36061015402,0.4823657566592594,35.92768514109257,0.0438608452677726,0.0
36061015403,0.3611459784860781,89.92992683654516,0.067228227853775,0.0
36061015501,0.2477071068826054,70.93582588887698,0.0655830577015876,0.0
36061015700,0.4825368645497083,37.49020471928902,0.0415730252861976,0.0
36061015801,0.418019672498834,30.7118355277912,0.0491572618484497,0.0
36061015802,0.4272187377546922,39.90329895537076,0.0395901910960674,0.0
36061016001,0.453601161677631,31.817398415723225,0.0489480271935462,0.0
36061016100,0.4556979860049746,27.04159763708332,0.0495025850832462,0.0
36061016400,0.269726840882709,26.754881185974064,0.0787157267332077,0.0
36061016500,0.4256847116043441,38.44144205237522,0.0654386207461357,0.0
36061016600,0.3698649802415348,21.93840316550531,0.0525155887007713,0.0
36061016900,0.4685944645420556,24.78439112157297,0.0450738482177257,0.0
36061017100,0.3303279613338709,33.897720750456216,0.059445347636938,6.677971613837005e-05
36061017200,0.3433007316604128,22.06196570454572,0.0513115115463733,0.0
36061017300,0.4316531962032442,29.28897403842623,0.0568578355014324,0.0
36061017401,0.3092277714842271,36.783936347696326,0.0612417422235012,0.0
36061017402,0.3769558463732734,41.94007413610816,0.0415891706943511,0.0
36061017500,0.3249129915866687,39.27416437775564,0.0608894750475883,0.0010607635473691
36061017700,0.4213102580842617,38.60490383441871,0.0619894564151763,0.0
36061018000,0.2640615586518522,20.46557603365161,0.0711108371615409,0.0
36061018100,0.3985373073198536,37.07381038711946,0.0471816137433052,0.0
36061018400,0.2822791724588274,22.331142317667585,0.0648492500185966,0.0
36061018600,0.2262251331670911,26.395318953036124,0.0903082489967346,0.0
36061018700,0.2798235591424753,35.18626946266574,0.0730423554778099,0.0006901551462091
36061019300,0.3923273971359962,23.683976036483607,0.0456949174404144,0.0
36061019600,0.3214748878574135,22.130757786030813,0.043218120932579,0.0
36061019702,0.3769524605063143,25.578343493932326,0.0428078174591064,0.0
36061019900,0.282412372355696,30.816807102654025,0.0760396122932434,0.0002787062549068
36061020600,0.361012760810973,17.82348570078357,0.0541010163724422,0.0
36061020701,0.4116276428781018,29.753946496570094,0.0342413857579231,0.0
36061020800,0.3709158669152144,17.881228219814567,0.0561912693083286,0.0
36061021303,0.4167224782456284,17.32176800068893,0.0345241352915763,0.0
36061021500,0.3455702476917147,25.85192623042856,0.0228859335184097,0.0
36061021703,0.2247481590426689,31.12067922449427,0.1049103438854217,0.0
36061021800,0.3806079794265757,21.95196243191831,0.0467371195554733,0.0
36061022000,0.4075498016982802,17.6159251297378,0.0521957166492939,0.0
36061022102,0.3468226285895053,20.05315967214218,0.0460483208298683,0.0
36061022200,0.4750631432344373,24.925392116501644,0.0376187674701213,0.0
36061022301,0.8417041625921882,20.36321757608309,0.0381157882511615,0.0239852948729655
36061022400,0.2956684479541994,22.24276848504997,0.0691741183400154,0.0
36061022600,0.3802216137683797,16.54215054568308,0.0498892925679683,0.0
36061022800,0.3901213469547309,17.48569600255521,0.0506372302770614,0.0
36061023100,0.3267105563942981,18.292480229310343,0.0712482631206512,0.0
36061023400,0.4370306569726765,20.162389367404,0.0362300053238868,0.0
36061023502,0.3795878551252311,18.309534195521987,0.0338667668402195,0.0
36061024301,0.337797511544213,17.510691626469665,0.0593874119222164,0.0
36061024900,0.2811658612514139,18.16977693268227,0.0365055426955223,0.0
36061025500,0.1594799627065804,40.68764401924193,0.1120094284415245,0.0004523851890634
36061026500,0.3055778734116161,20.63998265123493,0.0397346690297126,0.0
36061026700,0.3741004326649411,22.118256896307635,0.0285580363124609,0.0
36061026900,0.4209618960868148,18.95055114411656,0.0317362882196903,0.0
36061027100,0.3963708616300453,17.66943917146004,0.0446538664400577,0.0
36061029300,0.407024461027047,15.881224268404168,0.0350996479392051,0.0
36061029500,0.4015770188135704,18.355767603048832,0.0474165901541709,0.0
36005001600,0.1715756978987213,13.881170115322638,0.106988288462162,0.0
36005001904,0.0563007172124372,14.43594825794547,0.0307961665093898,0.0819845463753339
36005002002,0.3040906041054201,9.423687155817102,0.0620563216507434,0.0
36005002300,0.1567304626225609,31.998296269222816,0.0661949887871742,0.0
36005002500,0.303815392642616,16.548585039916315,0.0492200143635273,0.0
36005002701,0.2429433893229654,19.973759166969742,0.0652202442288398,0.0
36005002702,0.3461807870910041,12.573292560154558,0.0309478342533111,0.0
36005003800,0.2430662481555695,9.452016376884368,0.0601747557520866,0.0
36005003900,0.3308827873130941,14.022888562669904,0.0456481575965881,0.0
36005004001,0.2614589374337338,10.70025947743122,0.0861168429255485,0.0
36005004200,0.1654294591254789,14.838109930018833,0.0883975625038147,0.0
36005004400,0.1418069484480958,14.139375262105789,0.0997546464204788,0.0
36005004600,0.1991846318605901,9.734358804495194,0.0783564448356628,0.0
36005004800,0.231090345463886,13.497149922099966,0.0761470198631286,0.0
36005005001,0.3867430967943269,13.443766209248263,0.0683850347995758,0.0
36005005002,0.4708654826996917,12.926074283649358,0.0408130809664726,0.0
36005005400,0.3846422308095477,10.293818252541511,0.0539484769105911,0.017668008399108
36005006400,0.2779553369265413,11.302360622855588,0.0799645185470581,0.0
36005006500,0.4241036653456355,24.652588991148125,0.0301259197294712,0.0
36005006800,0.2510809883804625,9.16558664574132,0.0770909264683723,0.0
36005007000,0.337690416370281,10.030885306974794,0.0764945447444915,0.0
36005007200,0.3015650402528385,10.376996958454134,0.0501144640147686,0.0
36005007400,0.1927206626665692,12.867188084884786,0.0777086392045021,0.0
36005007600,0.336730642994496,9.949451337578823,0.0411918573081493,0.0
36005007900,0.2539445603403351,18.25655285304906,0.0550669729709625,0.0
36005008600,0.1464225156061959,23.318039803487256,0.1033794283866882,0.0
36005008700,0.2728383171556287,17.33957180637419,0.0522263906896114,0.0
36005011702,0.2002484043291159,9.738028978253672,0.0301991607993841,0.0251651365129086
36005012101,0.3178340749281396,11.23774838815172,0.060716837644577,0.0
36005012102,0.4013456575758123,11.236459690016025,0.0267281047999858,0.0
36005012500,0.3004330146925961,12.483129299195053,0.06563750654459,0.0
36005012901,0.3509214275910595,14.65451270066894,0.0368836037814617,0.0
36005013000,0.2148262385107002,7.28680099811839,0.0439431220293045,0.0
36005013100,0.2830088883874066,12.273016839818858,0.0894052758812904,0.0
